"ID","site","transect","subQuadrat","quadratID","time","TSF","TSFcont","TSFcont_unscaled","size","sizeNext","size_unscaled","stage","stageNext","surv","fl","fs","fps","nbFlow","abLarge","abLarge_unscaled","summerT","summerT_unscaled","fallR","fallR_unscaled","winterR","winterR_unscaled","fallwinterR","fallwinterR_unscaled","prevwinterT","prevwinterT_unscaled","prevfallR","prevfallR_unscaled","prevwinterR","prevwinterR_unscaled"
"RO1.3.1","Retin",1,3,"1_3","2011",">10",-1.55260173496692,15,0.110205870782308,NA,4.39444915467244,"J",NA,0,0,NA,NA,NA,-0.654309706159622,1,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.3.2","Retin",1,3,"1_3","2011",">10",-1.55260173496692,15,0.356034481365116,NA,5.12989871492307,"J",NA,0,0,NA,NA,NA,-0.654309706159622,1,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.4.1","Retin",1,4,"1_4","2011",">10",-1.55260173496692,15,0.137911588952252,NA,4.47733681447821,"J",NA,0,0,NA,NA,NA,-1.16312430942619,0,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.1","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,0.212498715173922,NA,4.70048036579242,"J",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.2","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,0.329279706220558,5.5834963087817,5.04985600724954,"SR","LR",1,1,1,2,2,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.3","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,0.268337586722003,NA,4.86753445045558,"J",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.4","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.282736859655246,NA,3.2188758248682,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.5","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.221794740156691,NA,3.40119738166216,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.6","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.221794740156691,NA,3.40119738166216,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.7","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.357323985876917,NA,2.99573227355399,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.8","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.282736859655246,NA,3.2188758248682,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.9","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,-0.221794740156691,NA,3.40119738166216,"SD",NA,0,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
"RO1.6.10","Retin",1,6,"1_6","2011",">10",-1.55260173496692,15,0.65551713563248,6.04025471127741,6.02586597382531,"J","LR",1,0,NA,NA,NA,3.41620711997291,9,0.118167196677289,26.1301736094935,0.0993772391553604,176.400002628565,-0.439391454319424,126.800001889467,-0.495215106348098,308.300004594028,0.142981035097818,17.1462267672896,0.190867094501664,204.700003050268,0.0671549814682135,283.600004225969
