"ID","site","transect","subQuadrat","quadratID","time","TSF","TSFcont","TSFcont_unscaled","size","sizeNext","size_unscaled","stage","stageNext","surv","fl","fs","fps","nbFlow","abLarge","abLarge_unscaled","summerT","summerT_unscaled","fallR","fallR_unscaled","winterR","winterR_unscaled","fallwinterR","fallwinterR_unscaled","prevwinterT","prevwinterT_unscaled","prevfallR","prevfallR_unscaled","prevwinterR","prevwinterR_unscaled"
"VY1.4.2","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,0.755576063985667,NA,6.20050917404269,"LR",NA,0,NA,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.6","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.552265400692024,NA,2.99573227355399,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.7","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.477861565640864,NA,3.17805383034795,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.8","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.178335155294238,NA,3.91202300542815,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.9","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.323891084951476,NA,3.55534806148941,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.10","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.269398089796685,NA,3.68887945411394,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.11","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.552265400692024,NA,2.99573227355399,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.12","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.0650360682413028,NA,4.18965474202643,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.4.13","Vertedero",1,4,"1_4","2016","7",-0.180656054171553,7,-0.00212852205436246,NA,4.34380542185368,"SD",NA,0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
"VY1.5.10","Vertedero",1,5,"1_5","2016","7",-0.180656054171553,7,-0.103931320243082,NA,4.0943445622221,"SD","J",0,0,NA,NA,NA,-0.680682382240407,1,0.337231412541882,26.8010402611651,0.329402159436736,215.5000032112,-0.121505984123789,204.700003050268,0.426661452602204,583.100008688867,1.01042755548822,18.561565398984,-0.304308243676829,113.100001685321,-0.374576230620189,179.200002670288
